hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
60,10.8,2.7,0.375,45,0,0,4,130.37
91,10.8,31.4,0.254,7,2,0,4,46.85
53,10.4,2.0,0.49,56,5,1,2,56.94
89,6.8,11.5,0.126,85,1,1,2,77.61
87,11.4,0.5,0.317,331,4,1,4,114.26
67,8.4,8.5,0.018,108,0,0,1,73.36
76,8.1,6.3,0.251,31,3,0,0,33.64
84,6.9,14.9,0.084,218,4,1,1,101.97
83,7.1,8.6,0.26,39,2,1,1,82.36
94,6.6,8.0,0.248,67,1,1,6,49.29
91,9.2,11.8,0.43,99,2,0,0,161.94
96,8.3,14.5,0.271,85,2,0,1,73.17
97,6.9,12.5,0.221,299,6,0,6,159.99
82,10.1,25.8,0.108,70,4,0,5,167.71
76,8.0,1.5,0.557,99,2,0,7,149.41
78,10.1,38.1,0.304,12,3,0,6,231.32
75,10.8,13.6,0.228,29,6,0,3,117.82
102,9.8,2.6,0.138,41,3,0,5,13.42
69,6.1,6.4,0.622,23,1,0,6,96.07
97,7.7,4.4,0.286,40,1,0,6,97.06
73,6.2,15.1,0.047,75,5,1,5,22.88
97,8.1,65.0,0.213,12,1,0,4,220.72
91,11.0,24.3,0.128,49,0,0,2,128.67
79,10.9,23.8,0.198,79,3,1,2,77.67
84,7.0,6.4,0.138,101,1,0,4,24.56
63,10.1,6.9,0.253,171,4,1,4,110.92
89,11.3,2.7,0.091,216,2,0,4,114.18
94,11.2,5.6,0.125,25,3,1,0,183.95
100,10.8,11.9,0.648,163,4,0,6,180.14
75,7.5,22.1,0.15,42,0,1,5,68.83
113,11.8,0.7,0.148,440,0,0,0,175.75
75,10.3,35.1,0.285,31,5,1,3,177.07
73,10.2,3.3,0.088,482,2,1,6,103.06
77,11.5,2.7,0.1,41,0,0,6,0.0
78,8.1,6.1,0.172,202,1,0,1,48.45
58,8.7,12.2,0.461,46,3,0,1,108.59
63,8.6,10.1,0.305,108,3,0,5,53.09
62,6.7,3.5,0.131,65,5,0,2,28.44
84,7.7,38.2,0.128,181,2,0,5,136.06
102,10.2,10.9,0.107,24,3,0,1,34.92
70,6.2,20.7,0.113,11,0,1,2,56.8
78,8.8,29.6,0.167,26,5,0,4,135.04
68,10.3,6.1,0.155,141,3,0,6,95.15
90,10.4,3.2,0.069,137,3,1,4,59.95
84,11.5,12.3,0.244,375,0,1,7,230.77
94,9.4,4.9,0.215,159,2,1,2,33.32
65,7.2,5.8,0.694,24,3,0,0,68.65
79,10.6,1.8,0.211,115,5,0,5,58.36
76,9.0,20.6,0.605,47,3,1,0,146.42
77,10.9,18.2,0.111,60,3,1,2,163.11
95,7.3,12.2,0.199,84,5,1,0,44.56
71,6.0,5.7,0.215,961,2,0,7,118.31
73,7.7,41.9,0.067,62,1,1,6,91.85
68,7.1,5.3,0.211,41,4,1,6,56.87
112,10.3,11.6,0.372,58,2,1,3,176.16
66,9.0,1.9,0.086,37,6,0,1,73.86
89,8.2,1.8,0.204,299,0,0,3,83.63
59,6.5,37.3,0.358,96,6,0,4,100.02
87,7.3,15.6,0.237,89,5,1,5,102.7
63,11.6,0.3,0.651,332,2,0,3,115.46
82,7.2,12.2,0.132,97,2,1,0,55.14
85,9.5,0.6,0.243,34,1,0,7,38.49
79,10.9,16.4,0.604,139,0,1,6,216.14
91,7.7,0.7,0.263,149,0,1,0,140.31
87,10.8,5.5,0.14,61,3,1,1,32.8
70,7.9,5.7,0.299,42,4,0,7,66.52
87,9.5,10.8,0.231,332,4,1,2,129.39
83,7.7,2.9,0.289,40,4,1,0,22.55
94,9.5,14.2,0.117,48,0,1,7,57.57
58,7.3,9.2,0.495,61,1,1,3,69.94
82,10.9,4.9,0.518,67,3,0,1,146.67
81,8.9,17.8,0.423,38,0,1,6,141.38
74,11.5,11.1,0.174,31,6,1,0,66.85
96,9.8,27.4,0.258,323,3,1,0,178.44
69,11.0,8.8,0.35,50,6,0,2,46.97
91,11.1,4.6,0.223,26,3,0,4,31.74
69,9.2,0.1,0.102,23,3,1,6,0.0
100,10.3,10.1,0.254,82,2,1,6,81.5
86,9.3,27.9,0.403,21,6,0,3,146.94
57,6.1,1.7,0.239,31,1,0,5,0.0
97,10.3,45.5,0.438,50,1,1,0,235.95
88,12.0,12.4,0.467,420,4,1,6,250.47
81,11.2,3.4,0.339,45,2,1,2,133.29
70,6.3,35.1,0.562,328,3,0,6,142.71
67,11.6,55.0,0.284,57,4,0,4,294.43
88,7.2,0.4,0.493,10,0,1,1,100.79
57,6.3,37.0,0.342,472,3,1,2,112.91
70,6.1,3.7,0.106,48,0,1,2,0.0
90,8.5,16.0,0.492,23,1,1,5,76.6
59,7.8,4.0,0.371,21,2,0,6,36.23
60,7.1,7.3,0.152,53,5,1,3,12.75
88,6.5,3.8,0.161,76,2,1,1,60.43
76,8.1,15.3,0.069,50,6,1,6,96.4
105,7.4,19.5,0.098,89,4,1,1,23.14
75,9.8,15.8,0.188,17,5,1,6,132.23
57,8.3,38.4,0.556,97,3,1,0,195.46
97,8.7,1.9,0.256,16,3,1,4,62.09
60,10.6,10.4,0.36,135,0,0,3,63.53
65,8.1,35.0,0.176,43,6,0,3,100.9
75,7.0,7.5,0.257,118,1,1,1,59.68
82,7.8,26.3,0.202,148,1,1,0,140.33
86,10.1,0.1,0.528,266,4,0,4,134.46
94,6.7,34.8,0.317,94,5,0,3,154.2
50,9.9,0.6,0.479,19,2,1,6,50.21
66,10.4,0.7,0.154,97,0,1,6,0.0
96,9.9,5.4,0.34,52,4,0,5,101.86
67,8.2,21.8,0.33,83,0,0,6,81.63
79,9.9,1.1,0.467,59,6,0,0,74.91
100,11.0,31.7,0.314,32,5,1,0,149.9
77,7.9,3.0,0.053,173,6,0,4,93.87
76,7.6,0.6,0.326,164,1,0,7,71.92
78,11.7,10.0,0.196,54,6,0,2,97.68
99,11.3,21.2,0.422,109,4,1,4,191.15
56,7.6,43.1,0.344,92,1,0,3,81.01
107,7.0,3.2,0.513,47,4,1,4,43.18
77,8.5,22.7,0.321,28,1,0,6,90.11
75,9.0,1.8,0.481,198,4,0,3,122.97
68,7.0,16.6,0.446,333,2,1,4,132.77
63,6.1,0.4,0.128,210,0,0,0,12.2
50,10.9,5.9,0.067,51,6,1,4,0.0
98,11.5,20.0,0.365,25,1,1,1,211.41
50,6.4,1.7,0.205,58,1,1,6,9.01
79,11.0,11.0,0.063,48,5,1,4,80.27
73,8.7,21.2,0.299,153,3,0,5,131.17
84,7.1,2.8,0.25,51,6,1,2,58.35
50,8.3,19.5,0.36,32,5,0,7,60.8
68,11.2,4.4,0.336,240,5,0,6,192.69
87,6.7,6.2,0.082,143,3,0,4,0.0
83,6.6,16.7,0.115,86,5,0,2,17.77
70,11.8,20.8,0.197,52,3,0,5,21.64
82,7.8,4.3,0.095,113,0,1,6,30.65
106,11.2,3.0,0.212,191,4,0,4,122.02
96,9.4,9.8,0.026,22,0,0,5,0.0
95,7.4,10.3,0.252,25,6,1,7,99.7
88,7.8,1.1,0.238,19,3,0,6,91.2
83,8.5,10.1,0.07,47,3,1,5,61.4
70,6.9,12.1,0.424,56,1,1,2,77.1
81,10.3,1.2,0.493,442,0,0,4,51.25
110,8.5,20.3,0.127,23,4,0,1,86.66
94,11.3,8.3,0.01,73,2,1,1,47.79
75,11.5,11.0,0.138,73,4,0,6,123.48
50,11.5,8.8,0.171,81,1,0,0,30.16
91,9.9,7.9,0.363,64,4,0,3,156.68
94,8.9,4.3,0.364,61,3,1,2,123.33
72,6.5,5.5,0.38,519,0,0,5,123.28
70,10.5,14.9,0.137,30,1,1,4,75.39
51,6.5,12.0,0.273,20,2,0,0,0.0
99,7.1,11.2,0.51,44,5,1,1,120.05
74,11.1,19.5,0.272,113,3,1,7,192.43
84,11.1,9.3,0.677,297,3,1,7,265.43
64,8.6,4.3,0.358,172,0,1,7,103.9
58,10.3,10.8,0.354,74,3,0,2,39.21
102,7.3,18.1,0.146,49,2,1,5,46.53
74,11.4,25.7,0.381,99,3,0,2,147.96
69,9.9,8.2,0.122,27,6,0,3,76.33
124,11.1,5.3,0.387,24,4,0,3,171.26
95,8.4,22.7,0.281,108,2,0,4,162.1
69,6.2,6.6,0.492,34,0,0,1,58.8
91,12.0,40.1,0.02,39,6,1,5,183.1
56,10.6,6.8,0.396,432,3,0,3,76.98
75,7.0,51.6,0.099,461,0,0,2,140.41
67,9.8,1.2,0.177,73,2,0,4,55.06
86,11.7,5.1,0.154,32,4,0,5,0.0
105,11.4,3.9,0.32,361,1,1,7,195.55
55,11.6,61.0,0.271,55,6,0,2,179.15
108,6.7,23.5,0.103,207,6,0,7,165.23
91,11.1,16.1,0.159,71,4,0,7,133.81
65,11.3,30.0,0.117,216,1,0,5,177.51
65,7.1,29.7,0.135,43,2,1,1,76.19
69,10.2,2.7,0.158,58,1,0,6,77.08
67,10.2,5.0,0.278,60,0,0,7,84.7
67,10.1,0.6,0.131,53,6,0,0,0.0
53,9.4,4.4,0.173,14,2,0,3,26.11
77,7.4,15.0,0.676,70,4,1,4,100.42
91,6.6,15.0,0.472,79,5,1,4,122.99
71,7.5,7.1,0.154,46,5,0,4,48.94
84,11.5,2.2,0.074,21,2,0,2,0.0
97,7.4,0.6,0.363,125,2,1,6,93.15
58,8.6,3.4,0.23,18,1,0,2,6.5
70,8.6,1.0,0.267,244,3,1,6,73.68
57,11.5,55.7,0.194,20,3,0,5,170.33
59,6.7,1.9,0.332,24,4,1,7,30.55
100,8.9,20.1,0.241,164,4,0,7,74.09
72,10.9,5.6,0.344,70,5,1,1,132.25
87,6.4,11.6,0.154,80,2,0,1,4.44
82,10.5,9.3,0.162,37,3,0,2,69.57
91,6.6,0.7,0.259,237,4,0,0,68.6
82,8.7,28.5,0.529,237,4,0,2,133.55
82,6.9,27.7,0.129,226,1,0,5,136.43
58,8.3,4.2,0.246,69,5,0,3,25.03
81,6.2,1.7,0.368,202,4,0,0,78.77
80,11.1,1.3,0.487,32,0,0,2,114.02
66,6.8,22.3,0.323,124,0,0,6,68.79
50,7.1,10.5,0.14,66,2,0,5,10.13
84,8.7,5.6,0.45,73,0,1,3,42.04
98,6.1,5.0,0.211,113,3,1,2,41.94
53,11.5,9.5,0.181,98,3,1,2,109.85
77,8.5,3.8,0.143,115,3,0,0,60.44
50,9.2,0.2,0.491,22,3,1,6,74.66
90,11.2,6.4,0.836,49,4,1,6,208.8
98,9.5,25.1,0.356,68,2,1,3,142.28
79,6.5,19.5,0.245,36,6,1,1,68.3
89,10.8,29.1,0.093,48,2,0,1,131.5
81,11.5,13.1,0.583,16,3,1,5,75.48
65,10.8,0.6,0.306,37,3,0,4,60.69
78,7.1,7.5,0.568,18,2,0,6,51.19
80,8.9,0.3,0.321,350,1,1,3,61.19
78,7.8,42.0,0.188,82,4,1,4,132.49
86,9.6,13.7,0.086,157,3,0,5,105.66
82,11.0,0.2,0.55,144,0,0,7,134.15
77,8.4,39.4,0.356,39,0,1,0,150.31
70,9.6,5.6,0.39,23,3,0,2,71.84
87,6.1,1.9,0.148,28,4,1,0,14.15
86,8.1,15.6,0.167,49,6,1,7,59.86
83,9.7,2.0,0.313,98,2,0,1,82.31
68,11.9,3.0,0.174,78,2,0,3,75.3
63,7.7,1.1,0.177,60,5,1,4,18.76
90,7.0,14.5,0.206,40,6,0,3,7.74
67,11.4,2.9,0.699,92,6,1,1,133.49
75,9.4,20.3,0.12,95,2,1,6,78.59
57,12.0,11.6,0.265,17,4,0,4,69.55
87,7.5,5.9,0.324,250,4,0,7,87.35
61,7.2,42.9,0.423,95,0,0,4,106.22
61,8.1,2.6,0.317,41,5,1,6,73.86
65,9.5,17.2,0.287,56,4,0,7,57.09
86,6.5,2.0,0.365,11,4,0,1,99.92
77,8.3,3.0,0.306,70,1,1,1,33.65
70,6.4,1.6,0.217,37,1,1,5,19.01
105,9.9,32.9,0.279,141,1,0,2,259.15
88,8.1,7.7,0.092,23,2,0,4,89.51
50,11.8,21.8,0.384,49,0,1,5,124.47
67,6.6,0.7,0.608,28,1,0,4,90.86
50,11.4,10.5,0.122,5,3,0,5,58.29
73,6.2,7.2,0.137,283,1,1,6,42.03
96,9.9,52.5,0.394,79,2,1,0,332.51
84,11.7,18.9,0.097,65,0,1,6,5.57
76,10.2,31.5,0.106,13,1,0,1,139.86
73,6.2,7.7,0.297,40,6,0,7,59.31
85,9.9,20.0,0.18,76,0,0,1,150.52
55,7.7,2.8,0.247,94,3,0,3,21.49
78,10.4,14.5,0.195,95,4,0,6,67.67
83,8.7,42.2,0.093,80,4,0,7,96.02
61,9.7,11.3,0.118,27,2,0,7,40.63
67,6.1,0.3,0.033,241,0,1,3,17.15
110,7.7,5.1,0.233,132,2,0,2,44.88
88,7.8,10.9,0.273,46,0,0,7,13.88
54,8.7,1.5,0.037,42,1,0,4,6.99
69,11.3,6.2,0.244,24,1,0,1,48.17
80,8.2,7.2,0.091,44,2,0,7,48.25
115,10.2,25.4,0.171,103,4,1,3,120.1
93,8.1,10.1,0.261,231,3,0,4,58.31
96,7.2,9.5,0.188,62,4,1,5,56.81
86,8.8,5.5,0.291,252,6,1,6,152.56
65,7.5,5.8,0.213,241,6,0,2,110.15
104,6.3,9.9,0.296,29,5,0,5,54.37
93,7.3,2.1,0.398,54,2,0,0,51.24
99,6.5,7.6,0.059,79,3,0,1,0.0
106,6.3,8.5,0.219,149,0,1,6,88.26
103,10.4,13.9,0.329,43,6,0,6,102.3
80,10.2,10.8,0.056,152,4,1,2,47.72
84,6.9,4.8,0.09,33,2,1,5,18.28
83,6.2,9.1,0.105,48,0,0,4,60.79
94,6.1,0.2,0.503,61,5,0,4,73.81
85,10.4,14.0,0.657,8,4,1,0,192.05
82,8.5,3.2,0.101,67,4,1,0,93.28
78,8.6,21.5,0.19,63,4,0,0,65.36
78,6.4,15.4,0.131,62,1,0,6,67.31
85,10.8,2.1,0.386,160,4,1,7,95.55
99,7.8,4.7,0.703,41,4,1,4,89.93
66,8.5,16.5,0.299,66,3,0,4,80.03
81,8.7,14.6,0.514,23,1,0,4,157.54
85,11.3,9.3,0.552,29,1,0,6,178.45
105,11.0,4.2,0.47,72,6,0,6,99.3
74,8.0,8.9,0.13,125,2,0,5,20.43
68,6.4,57.2,0.309,924,3,1,5,227.44
103,9.3,6.2,0.357,162,3,0,7,123.44
88,7.6,8.9,0.336,118,5,0,0,44.98
74,7.9,19.5,0.403,71,1,0,2,121.15
96,11.3,0.3,0.272,205,1,1,3,81.93
52,10.4,29.9,0.069,413,2,0,7,109.78
79,8.3,22.6,0.302,149,5,1,5,159.72
84,9.9,9.6,0.317,44,5,1,0,94.01
89,7.1,9.2,0.158,70,3,0,3,82.57
68,10.0,29.3,0.338,143,3,0,3,157.18
67,6.4,14.7,0.062,122,4,0,0,71.65
103,9.9,17.4,0.104,16,3,1,7,11.23
80,11.3,3.1,0.287,33,3,0,4,117.16
82,9.5,0.1,0.205,24,6,0,0,70.72
69,8.0,6.9,0.11,15,3,1,6,30.2
66,9.4,1.4,0.256,58,3,0,0,38.61
71,8.0,6.4,0.245,94,5,1,0,55.25
98,7.7,12.0,0.434,51,4,1,6,36.29
71,6.0,11.2,0.215,55,0,0,3,76.09
76,7.5,14.0,0.262,13,4,0,6,55.31
104,11.4,1.8,0.28,26,1,0,7,109.1
112,7.1,3.4,0.194,45,2,0,5,111.09
58,9.8,14.3,0.21,56,4,1,0,49.15
50,9.7,2.4,0.075,172,3,0,1,30.12
69,7.4,2.9,0.165,47,6,0,3,33.71
65,10.6,13.5,0.142,157,6,0,4,112.57
87,8.6,15.6,0.032,91,3,0,2,56.56
80,10.8,4.1,0.2,90,5,0,2,0.0
78,6.1,24.7,0.107,15,1,0,1,20.93
93,6.9,21.6,0.388,57,6,0,1,107.12
50,8.3,11.0,0.176,159,1,0,4,18.91
71,8.9,21.0,0.265,13,6,0,5,24.48
78,9.3,45.8,0.289,168,6,1,4,217.88
95,10.7,33.8,0.417,568,3,0,6,409.69
79,11.4,1.6,0.168,15,1,0,1,42.3
86,7.9,5.7,0.243,19,2,0,3,67.15
75,11.3,15.4,0.134,113,2,1,5,75.25
79,7.6,1.1,0.273,79,5,0,5,68.23
76,6.4,1.8,0.185,21,5,0,4,0.0
77,9.5,6.2,0.201,206,0,0,3,140.51
81,10.0,0.1,0.197,35,5,1,0,8.17
102,7.8,7.0,0.08,17,2,0,0,6.99
86,7.0,6.0,0.652,49,5,0,4,66.51
77,6.6,14.8,0.263,229,1,1,2,63.4
88,8.6,1.1,0.109,37,2,1,2,0.0
83,8.5,7.0,0.506,92,0,0,7,64.02
89,7.7,39.4,0.34,19,2,0,3,143.01
74,7.3,25.2,0.07,240,5,0,7,83.62
87,6.2,15.0,0.119,20,1,1,5,32.84
88,10.1,45.8,0.324,50,0,0,2,252.19
59,8.3,1.2,0.433,293,4,1,2,111.64
74,7.3,3.5,0.742,18,1,0,5,77.52
77,9.1,1.8,0.175,50,4,1,3,82.94
75,11.3,17.3,0.288,38,2,1,6,37.49
65,7.4,23.4,0.167,138,0,0,5,76.32
50,9.7,12.3,0.02,37,5,0,5,45.65
95,11.5,3.6,0.237,134,1,0,6,116.8
50,8.3,1.6,0.294,37,0,0,2,37.37
110,11.7,9.4,0.374,57,3,0,7,129.02
76,6.1,1.9,0.508,329,3,0,2,102.27
70,6.7,2.1,0.106,56,2,1,5,33.1
57,9.2,9.8,0.677,271,3,0,3,113.9
55,9.0,1.2,0.311,106,5,0,6,64.17
67,11.9,29.4,0.124,155,4,0,0,171.29
83,6.9,2.8,0.273,76,2,0,3,19.89
101,11.9,21.0,0.267,21,0,0,3,181.07
57,11.1,10.3,0.143,6,0,0,1,41.8
85,7.3,2.0,0.336,23,0,1,3,51.12
52,8.2,43.2,0.243,113,5,0,2,110.45
66,6.7,8.8,0.425,35,2,1,4,59.47
88,11.5,3.4,0.177,13,4,1,4,28.17
65,8.3,3.1,0.493,13,5,1,5,36.19
103,6.2,1.7,0.094,482,0,0,5,61.64
91,9.5,9.9,0.333,90,6,0,0,203.98
87,7.5,11.6,0.254,193,3,1,4,119.71
72,8.3,10.4,0.368,42,1,1,3,91.32
67,8.8,22.1,0.163,184,1,0,6,76.35
73,6.5,0.9,0.321,160,6,0,1,54.89
84,8.9,0.3,0.16,364,5,0,7,142.41
84,7.7,22.4,0.424,96,5,0,7,143.6
68,10.3,1.5,0.275,158,3,1,1,35.56
69,7.5,1.9,0.513,70,4,1,6,52.09
57,11.7,9.3,0.143,43,4,0,4,33.82
114,10.5,6.3,0.338,223,4,0,5,136.27
67,6.7,13.2,0.236,149,6,1,5,65.91
55,6.8,2.5,0.154,100,3,0,2,10.96
50,8.2,22.0,0.321,79,2,1,0,90.1
70,6.2,2.9,0.005,44,2,1,4,34.74
86,6.3,6.8,0.288,64,1,0,5,53.33
78,10.3,0.3,0.458,64,2,1,7,58.7
77,8.0,39.9,0.455,62,5,1,1,162.85
91,7.2,4.1,0.272,63,0,0,6,17.04
89,8.2,9.1,0.039,35,0,0,2,17.75
67,11.9,7.8,0.197,29,0,1,2,49.02
84,11.4,6.2,0.149,238,0,1,7,107.98
81,7.5,2.4,0.446,80,4,0,5,53.19
71,6.5,11.6,0.516,39,3,0,3,74.57
101,8.0,9.7,0.239,194,2,0,6,127.54
68,6.1,7.0,0.821,430,0,0,4,121.59
71,7.3,9.6,0.495,70,1,1,6,84.19
73,9.7,12.6,0.151,1572,0,1,3,330.76
94,6.5,23.6,0.263,22,5,0,1,114.91
96,7.0,3.1,0.136,198,3,0,0,119.25
100,8.6,17.7,0.549,9,5,0,4,108.56
92,10.3,20.3,0.604,41,3,1,3,201.67
79,9.2,16.4,0.312,20,6,1,5,76.59
94,10.4,20.5,0.509,17,5,1,0,172.32
86,6.6,10.4,0.172,42,0,0,0,37.82
78,7.0,0.3,0.221,63,0,1,1,12.63
73,11.3,14.3,0.363,15,6,0,5,112.65
77,11.8,23.8,0.302,55,3,1,7,201.77
73,10.9,3.7,0.271,115,4,0,0,48.46
86,10.3,16.4,0.29,155,4,1,7,106.58
77,6.3,1.4,0.432,137,6,0,3,26.15
87,12.0,12.5,0.088,76,2,0,5,40.47
88,7.3,0.7,0.618,22,4,1,6,122.1
80,8.5,9.5,0.315,116,5,1,3,149.51
73,9.8,25.1,0.467,34,1,0,7,187.89
66,9.3,5.7,0.279,20,1,0,2,61.87
78,11.9,2.5,0.146,35,5,1,6,50.22
84,9.6,13.6,0.344,69,5,0,7,145.46
60,7.3,22.4,0.196,77,0,1,1,58.9
53,9.4,4.3,0.491,61,4,0,6,67.78
78,8.0,10.2,0.213,219,0,0,0,25.92
67,10.0,12.9,0.518,149,3,1,0,197.57
95,6.2,5.9,0.353,141,1,0,3,86.24
100,7.7,0.8,0.419,30,6,0,0,120.37
65,9.3,21.3,0.257,39,2,0,7,60.97
54,10.7,21.8,0.142,38,6,1,0,71.87
89,11.0,1.3,0.273,226,4,0,7,105.52
83,11.5,10.6,0.184,18,5,1,6,3.8
86,8.3,15.8,0.181,66,1,1,6,87.87
92,9.5,1.2,0.598,75,5,0,7,149.1
74,9.5,22.5,0.421,154,6,1,1,184.77
77,11.4,5.2,0.151,318,3,0,5,137.98
92,11.1,10.7,0.102,76,4,0,0,97.15
87,8.5,5.7,0.266,92,2,0,6,50.91
111,9.6,9.0,0.282,75,3,0,5,80.42
84,11.5,12.9,0.336,109,0,1,3,182.73
84,12.0,14.8,0.459,39,2,0,3,217.63
93,10.4,6.2,0.242,312,0,0,6,183.62
111,6.4,1.4,0.086,79,6,1,4,0.0
91,11.4,5.0,0.325,47,5,1,6,117.91
76,8.9,21.6,0.043,19,2,1,7,18.91
70,8.1,10.7,0.102,88,1,0,2,84.55
82,7.7,7.1,0.348,222,2,0,6,56.42
64,10.8,13.3,0.449,47,0,1,7,77.67
90,11.4,20.4,0.121,105,5,0,1,206.03
84,10.1,25.6,0.144,88,0,0,7,148.79
88,6.4,15.4,0.079,101,6,0,3,33.53
53,11.9,1.1,0.26,19,2,0,1,40.65
100,9.3,3.0,0.188,66,1,1,7,160.18
63,11.0,40.3,0.333,72,1,0,2,157.08
61,10.3,15.4,0.276,55,4,0,3,73.66
50,8.0,26.7,0.498,29,1,1,2,60.56
71,11.5,9.1,0.253,55,4,0,5,75.17
82,7.8,1.3,0.237,157,5,1,0,58.5
78,11.9,1.8,0.238,56,4,1,6,107.97
90,11.9,38.0,0.305,64,3,1,7,246.11
99,6.3,5.0,0.276,77,6,0,3,68.91
100,6.8,5.9,0.655,67,1,0,4,138.02
76,7.4,43.9,0.431,132,4,1,0,180.89
78,8.2,7.8,0.173,33,3,1,3,41.81
78,9.9,0.2,0.087,46,1,1,7,14.54
74,8.2,9.5,0.217,27,0,0,0,66.7
110,11.6,15.7,0.169,19,3,0,4,180.45
85,8.9,9.4,0.247,97,0,0,3,120.52
88,9.3,12.5,0.133,141,5,0,1,70.2
90,9.8,8.7,0.274,51,1,0,0,62.4
98,8.6,3.1,0.149,42,6,0,4,112.75
77,9.8,1.1,0.17,52,3,1,5,62.69
88,6.5,0.2,0.176,14,4,0,7,3.65
89,9.0,13.9,0.22,59,1,0,1,137.01
57,8.0,5.9,0.657,19,0,0,4,10.15
73,7.2,8.6,0.484,19,5,1,4,71.3
78,6.2,1.5,0.35,63,3,0,1,27.69
95,10.7,9.7,0.332,167,2,1,4,103.19
132,6.7,3.4,0.114,50,5,0,3,96.83
73,7.0,20.3,0.485,348,2,1,5,146.92
73,7.0,10.9,0.457,122,4,1,6,68.3
87,11.9,0.8,0.483,57,3,0,0,240.63
54,7.5,2.9,0.042,372,3,1,4,37.53
53,7.1,3.2,0.149,13,4,1,6,21.82
78,11.8,19.5,0.284,130,2,0,5,112.77
72,9.8,8.1,0.123,185,1,1,2,165.34
97,10.1,12.4,0.595,41,5,0,3,138.83
74,10.9,8.0,0.13,236,1,0,5,55.02
60,9.3,6.3,0.243,33,3,0,0,46.12
65,9.3,20.8,0.575,58,6,0,3,178.17
98,12.0,20.8,0.335,91,1,0,5,116.02
69,10.1,22.1,0.268,47,3,1,4,69.93
75,10.3,37.7,0.207,40,2,1,1,173.86
75,6.5,4.8,0.536,38,6,0,5,32.3
71,6.7,14.7,0.051,49,0,0,5,68.49
85,9.0,4.9,0.122,172,3,0,5,59.19
107,10.4,26.8,0.355,303,4,0,6,273.9
88,10.5,9.0,0.033,9,4,0,0,8.61
92,10.7,5.6,0.162,127,0,1,7,55.48
66,10.3,0.1,0.387,34,0,0,1,38.0
86,6.7,13.5,0.584,179,4,1,7,144.3
101,11.0,7.3,0.394,145,4,0,6,219.66
77,10.6,1.2,0.653,31,6,1,4,177.39
80,8.2,5.8,0.188,41,3,0,4,49.23
91,8.5,8.6,0.223,50,3,0,4,55.89
103,9.3,4.8,0.095,138,6,1,0,41.66
98,12.0,17.6,0.357,69,6,0,6,90.53
61,10.5,16.0,0.184,32,1,0,6,10.4
85,11.0,1.5,0.126,43,4,0,5,32.06
71,7.2,8.7,0.093,135,5,1,1,44.16
75,9.0,7.4,0.174,157,4,0,4,58.1
60,9.4,16.8,0.224,17,5,1,7,67.87
76,6.3,8.0,0.415,82,6,0,3,119.74
67,6.7,4.6,0.342,21,6,0,1,41.39
78,7.3,7.6,0.046,100,3,1,7,58.79
87,11.3,7.7,0.312,64,5,0,7,117.11
84,10.7,2.4,0.426,100,3,1,2,78.48
93,8.9,5.3,0.076,24,6,1,0,10.48
73,10.7,6.4,0.608,303,5,0,5,156.19
55,9.1,0.7,0.504,141,4,0,1,118.84
104,11.5,11.9,0.285,69,2,0,0,126.8
88,7.7,2.8,0.754,232,6,0,1,203.05
89,6.7,5.0,0.218,355,4,1,3,79.7
88,6.3,2.4,0.201,45,0,0,4,35.1
84,8.6,16.3,0.376,55,6,0,0,99.86
95,7.8,9.7,0.293,137,6,0,0,84.76
70,11.8,2.7,0.223,13,4,1,4,42.06
92,11.3,2.6,0.13,41,6,1,7,40.6
85,8.6,3.1,0.174,35,2,1,1,67.61
82,6.1,38.2,0.56,83,3,1,5,93.82
73,6.6,7.7,0.409,24,6,0,6,113.3
84,7.3,31.8,0.293,29,2,1,3,138.79
77,8.4,57.2,0.401,321,5,0,5,185.41
93,10.8,8.6,0.421,350,5,0,3,186.58
73,11.1,1.1,0.185,268,1,1,0,99.3
65,12.0,20.0,0.309,14,5,0,6,68.74
88,9.2,11.3,0.493,56,5,0,7,40.0
112,11.7,0.9,0.129,56,2,0,3,63.97
84,9.9,8.1,0.504,335,0,1,7,209.12
78,8.9,13.0,0.396,110,5,0,4,101.24
107,6.8,7.0,0.308,17,4,1,3,117.18
87,11.5,10.3,0.149,111,4,1,2,119.14
78,11.4,32.8,0.316,31,4,0,3,113.05
106,11.3,1.8,0.289,60,5,0,4,8.69
69,11.8,7.9,0.428,42,6,0,3,77.1
75,10.9,0.1,0.078,85,6,1,6,89.08
85,6.0,6.9,0.273,112,3,0,0,38.34
122,10.3,2.8,0.069,87,6,0,4,0.0
66,8.5,3.1,0.122,40,5,0,1,10.95
63,11.7,3.2,0.17,70,4,0,7,50.39
83,10.7,17.1,0.361,25,5,1,4,134.67
102,10.8,8.5,0.373,54,5,0,7,308.86
94,6.7,5.7,0.483,37,4,0,7,76.0
70,8.8,0.0,0.081,7,0,1,1,0.0
63,8.7,21.7,0.206,79,4,0,3,58.27
70,9.0,0.0,0.29,33,3,0,1,90.37
82,10.8,19.8,0.092,23,4,1,7,85.05
85,7.3,15.6,0.129,210,4,0,7,86.91
76,7.1,1.5,0.221,29,5,1,0,0.0
76,11.1,11.6,0.379,224,4,0,3,139.7
76,11.0,0.1,0.043,35,2,0,2,0.0
89,10.0,3.0,0.118,15,2,1,7,51.51
85,6.4,3.3,0.586,61,4,0,7,14.79
