gps_deviation_km,location_consistency,claim_frequency_30d,account_age_months,multiple_claims_per_day,orders_during_disruption,avg_payout_inr,trust_score,zone_risk_tier,is_fraud
0.135,0.801,2,0.8,0,1,270,67.7,3,0
2.019,0.914,1,0.7,0,1,566,88.5,2,1
0.341,0.894,1,7.0,0,1,287,80.0,3,0
0.017,0.791,0,0.5,0,0,367,81.5,1,0
0.103,0.887,4,6.6,0,2,367,79.0,3,0
0.576,0.658,3,15.3,0,0,422,71.1,3,0
0.063,0.846,2,14.1,0,2,362,86.5,1,0
0.257,0.875,1,9.8,0,0,345,79.0,3,0
0.121,0.991,1,7.2,0,1,172,84.0,1,0
0.347,0.657,1,60.0,0,1,125,53.8,3,0
0.013,0.672,4,0.8,2,1,442,94.5,2,0
0.072,0.996,3,11.0,0,3,323,78.3,2,0
1.05,0.745,3,24.9,0,0,328,75.0,1,0
0.072,0.773,2,9.6,0,0,299,68.6,2,0
0.23,0.782,2,10.7,2,1,468,84.5,1,0
0.111,0.793,1,6.2,0,2,237,61.9,1,0
0.005,0.594,1,5.8,1,1,212,67.0,1,0
0.028,0.71,3,5.9,0,2,380,81.2,3,0
0.782,0.669,2,26.6,0,0,511,90.0,3,0
0.633,0.922,2,27.7,1,0,340,93.2,1,0
0.294,0.548,1,14.3,0,0,284,70.0,3,0
1.13,0.854,2,16.5,0,0,275,65.4,1,0
0.082,0.661,2,5.8,0,1,404,72.7,2,0
0.036,0.794,0,14.8,1,0,405,74.7,2,0
0.764,0.759,3,1.4,0,0,513,84.8,2,0
0.01,0.789,1,11.8,0,3,357,54.4,1,0
0.076,0.898,2,20.4,2,2,277,93.5,1,0
0.22,0.845,2,11.3,1,1,253,47.2,3,0
0.105,0.883,3,45.6,0,1,251,91.7,1,0
0.519,0.953,1,35.5,0,0,500,68.7,3,0
0.319,0.691,2,26.9,0,0,390,74.2,3,0
0.745,0.667,3,6.0,0,1,419,95.8,3,0
0.328,0.784,5,21.5,0,0,460,60.6,3,0
0.104,0.712,1,20.4,0,2,339,96.3,1,0
0.112,0.767,1,14.2,0,0,318,91.2,1,0
0.261,0.761,2,28.1,0,2,457,53.1,3,0
0.397,0.984,6,4.7,0,0,336,79.8,3,0
0.637,0.966,0,5.4,1,1,245,72.0,1,0
0.161,0.686,3,56.1,0,0,310,79.5,2,0
0.18,0.896,2,4.0,0,0,381,65.8,1,0
0.853,0.775,3,59.2,0,0,328,68.1,1,0
0.55,0.923,0,4.0,1,0,300,68.9,1,0
0.662,0.839,2,9.9,0,1,305,80.4,1,0
0.781,0.926,3,2.0,0,2,278,58.7,2,0
0.039,0.815,2,8.7,0,2,361,82.8,2,0
0.007,0.96,3,1.5,0,0,390,85.7,3,0
0.744,0.546,4,46.1,0,0,326,60.4,2,0
0.393,0.805,1,6.3,0,1,324,93.0,2,0
0.428,0.65,0,2.4,1,1,203,78.0,3,0
1.117,0.607,4,11.4,0,0,79,80.4,2,0
1.569,0.752,3,29.2,0,3,435,51.7,3,0
0.987,0.89,3,21.3,0,0,412,92.5,1,0
0.136,0.641,1,0.8,0,4,346,42.2,1,0
0.4,0.919,1,7.2,0,3,313,78.7,2,0
0.131,0.879,3,3.7,0,0,290,46.7,2,0
0.241,0.865,1,0.5,0,1,240,67.5,1,0
0.17,0.625,0,11.9,0,3,317,93.2,2,0
0.367,0.792,4,11.5,1,0,372,90.4,2,0
0.42,0.741,1,12.6,0,1,397,71.5,3,0
0.38,0.975,2,13.3,0,0,395,61.2,3,0
0.031,0.749,1,1.6,0,2,487,95.2,3,0
0.245,0.905,3,48.8,0,1,415,82.7,1,0
0.199,0.697,2,0.9,1,0,326,64.0,3,0
0.285,0.837,0,9.6,0,0,270,85.6,2,0
0.317,0.59,2,52.6,3,2,320,98.1,2,0
1.474,0.908,0,3.7,0,2,224,83.8,2,0
0.102,0.771,1,4.0,0,1,423,70.6,2,0
1.373,0.851,5,43.8,0,0,159,42.8,2,0
0.455,0.762,1,32.3,1,0,449,88.3,1,0
1.855,0.516,5,58.8,0,0,305,69.4,2,0
0.118,0.977,0,4.9,0,1,311,86.8,1,0
0.352,0.987,2,46.2,0,1,303,64.9,1,0
0.634,0.744,1,21.6,0,0,389,97.8,2,0
0.416,0.89,0,8.5,0,3,223,86.9,1,0
0.081,0.787,1,60.0,0,0,545,66.6,2,0
0.175,0.723,4,27.6,0,1,408,69.2,3,0
0.211,0.877,3,36.5,0,1,306,68.1,1,0
0.547,0.976,2,27.7,0,1,264,65.9,3,0
0.762,0.869,1,2.2,0,0,402,92.7,2,0
0.53,0.855,0,7.6,0,1,305,85.4,2,0
0.2,0.75,3,2.4,0,1,404,82.8,1,0
0.484,0.931,3,18.8,0,0,278,89.6,2,0
0.016,0.889,1,33.1,0,1,510,88.6,2,0
0.392,0.971,3,19.2,0,1,225,66.8,3,0
0.368,0.777,3,3.3,0,1,289,88.4,3,0
0.099,0.695,1,23.3,1,0,146,62.7,1,0
0.577,0.842,2,49.1,0,1,201,70.2,3,0
1.131,0.631,1,11.1,0,2,556,87.7,2,0
0.369,0.598,1,16.5,1,1,367,56.6,1,0
0.374,0.671,1,16.4,1,4,265,50.3,2,0
0.131,0.653,1,1.8,0,1,407,78.4,3,0
1.259,0.912,2,16.6,0,3,406,74.4,1,0
0.938,0.943,2,15.6,0,1,388,58.5,1,0
0.315,0.584,1,1.1,1,1,260,91.1,3,0
0.059,0.974,1,17.8,0,0,471,59.8,3,0
1.526,0.648,0,26.5,0,1,401,74.9,3,0
0.376,0.982,4,26.3,0,0,109,78.1,3,0
0.143,0.814,2,1.5,1,0,337,77.5,2,0
0.371,0.739,0,1.4,2,0,315,83.0,2,0
0.198,0.834,3,4.0,1,0,330,77.4,3,0
0.726,0.859,0,25.4,0,1,231,64.8,3,0
0.374,0.684,1,27.2,1,2,398,88.4,2,0
1.11,0.654,0,20.7,0,1,344,93.1,1,0
0.586,0.919,1,5.4,0,2,381,48.9,3,0
0.473,0.6,2,9.9,0,0,306,55.2,3,0
0.749,0.683,2,22.2,0,2,261,51.2,3,0
0.103,0.733,1,20.7,1,0,323,53.1,3,0
0.295,0.951,1,0.5,0,1,355,93.1,1,0
0.584,0.838,1,13.8,0,1,595,81.9,2,0
0.28,0.697,1,0.8,0,0,531,65.9,1,0
0.088,0.863,2,19.7,1,0,307,89.4,2,0
0.121,0.92,5,21.5,0,1,256,93.0,2,0
0.261,0.782,0,0.9,0,2,315,88.6,1,0
0.929,0.63,0,20.5,0,1,332,88.1,1,0
0.187,0.925,2,7.2,0,1,447,79.1,2,0
0.013,0.939,2,11.3,0,1,197,69.3,1,0
0.31,0.728,0,0.9,0,0,288,89.0,3,0
0.299,0.807,3,4.4,0,1,335,98.4,3,0
0.758,0.973,0,25.4,0,0,393,60.0,2,0
0.159,0.876,3,23.5,1,0,530,72.2,3,0
0.118,0.807,1,11.2,0,1,353,67.2,1,0
0.849,0.852,1,13.1,0,0,383,78.2,3,0
1.921,0.741,1,1.0,0,1,243,72.2,2,0
0.419,0.81,2,42.9,0,2,353,89.8,2,0
0.82,0.602,2,11.2,1,2,420,87.1,1,0
0.031,0.756,2,37.1,0,0,358,89.8,3,0
0.302,0.856,0,30.5,0,3,109,57.7,3,0
0.298,0.806,3,60.0,0,0,432,73.1,1,0
0.016,0.923,2,2.9,0,0,466,86.1,2,0
0.554,0.824,0,12.2,0,1,127,88.9,2,0
0.244,0.735,4,1.5,0,0,252,87.9,2,0
0.386,0.774,0,2.9,0,2,456,88.0,3,0
0.08,0.917,2,20.4,0,2,470,54.9,2,0
0.489,0.91,4,6.5,0,1,362,67.6,3,0
0.088,0.668,2,14.3,1,0,400,85.6,3,0
0.428,0.887,2,17.5,0,0,565,81.2,2,0
0.603,0.813,0,14.9,0,1,309,67.6,1,0
0.651,0.737,3,29.6,0,3,421,95.0,1,0
0.188,0.791,2,11.9,1,2,213,83.4,1,0
0.301,0.951,2,25.8,2,1,335,72.8,2,0
0.42,0.854,2,5.2,1,2,314,58.9,2,0
0.976,0.791,3,35.3,0,1,210,82.4,1,0
1.384,0.881,0,60.0,1,1,291,72.7,2,0
1.225,0.657,2,11.8,0,1,381,79.0,2,0
1.02,0.812,0,17.2,0,2,400,77.5,2,0
0.018,0.797,0,8.5,0,1,291,81.8,2,0
0.371,0.749,1,1.1,0,2,214,93.3,1,0
0.53,0.836,3,2.1,0,1,530,91.2,1,0
0.442,0.685,3,25.4,0,0,376,84.0,3,0
0.761,0.825,1,21.2,1,2,211,84.8,3,0
1.26,0.824,3,24.8,3,0,385,28.5,3,0
0.002,0.74,2,12.6,0,0,167,88.6,1,0
0.306,0.893,3,34.8,0,1,385,71.1,2,0
0.244,0.472,2,24.3,0,2,389,75.7,2,0
0.008,0.883,5,38.0,0,1,50,56.1,1,0
0.041,0.655,2,24.5,0,1,462,93.0,1,0
0.241,0.82,7,15.4,0,1,528,55.2,1,0
0.273,0.832,0,12.1,0,0,398,62.5,2,0
1.065,0.864,1,52.5,0,0,212,85.0,2,0
0.066,0.631,3,8.2,0,1,286,80.7,1,0
0.756,0.426,3,3.2,1,0,369,79.8,1,0
1.165,0.554,1,10.5,0,5,318,77.3,2,0
0.474,0.837,2,12.9,0,0,431,89.4,2,0
0.085,0.731,1,28.9,0,0,341,82.5,1,0
0.529,0.733,3,29.6,1,1,306,88.9,2,0
0.175,0.751,2,1.3,0,0,405,46.5,3,0
0.431,0.691,4,8.4,0,3,442,77.4,1,0
0.428,0.953,2,5.6,0,1,441,77.0,2,0
0.044,0.796,0,46.7,0,0,239,79.4,2,0
0.568,0.746,1,49.7,1,1,125,82.4,3,0
0.005,0.823,2,12.2,0,0,253,92.1,3,0
0.063,0.791,2,26.1,0,2,265,78.8,3,0
0.113,0.856,0,11.3,0,0,220,89.3,3,0
1.184,0.853,3,0.7,0,1,201,76.5,2,0
0.104,0.841,6,13.9,1,1,433,71.8,3,0
0.084,0.814,3,12.7,1,1,387,56.6,1,0
0.437,0.739,3,10.0,0,0,431,75.5,1,0
0.58,0.86,3,7.6,1,0,392,81.1,2,0
0.539,0.738,1,6.2,0,0,330,45.1,1,0
0.231,0.741,4,18.3,0,1,220,81.6,2,0
1.153,0.744,2,16.5,0,1,370,60.2,2,0
0.068,0.767,5,14.3,0,2,344,88.2,1,0
1.476,0.68,2,0.5,2,0,507,82.0,2,0
0.857,0.918,4,3.2,0,1,279,75.5,3,0
0.588,0.747,3,20.0,0,0,259,54.3,2,0
0.041,0.899,5,12.5,0,2,519,68.5,3,0
1.256,0.947,2,39.7,0,1,450,93.4,3,0
0.012,0.94,6,10.9,0,3,411,75.8,2,0
0.355,0.893,1,53.8,0,0,383,91.6,1,0
0.972,0.679,2,14.0,0,1,351,63.0,3,0
0.112,0.814,1,8.9,0,4,373,91.3,1,0
0.102,0.763,1,23.3,0,2,499,76.1,1,0
0.159,0.607,1,15.4,0,1,412,82.8,3,0
0.126,0.826,2,12.0,0,3,360,81.1,2,0
0.209,0.762,5,6.4,0,1,329,86.9,1,0
0.017,0.773,4,19.9,0,0,529,76.3,1,0
0.34,0.872,5,8.4,0,1,348,41.1,1,0
1.42,0.901,1,11.9,2,1,374,94.0,1,0
0.215,0.746,1,60.0,0,0,431,95.2,3,0
0.01,0.575,1,6.6,0,1,446,65.3,1,0
0.985,0.786,4,15.6,1,1,146,81.1,2,0
0.137,0.823,1,6.1,0,0,419,45.5,2,0
0.982,0.865,0,8.9,1,0,281,47.7,2,0
0.382,0.832,4,4.1,0,0,516,69.0,2,0
0.245,0.926,2,30.5,0,2,323,75.7,1,0
0.384,0.937,1,7.0,0,4,306,88.5,3,0
1.214,0.835,1,10.4,0,1,274,52.7,1,0
0.385,0.828,4,23.5,1,2,460,88.9,1,0
1.524,0.829,1,10.7,1,4,226,88.9,3,0
0.226,0.694,4,14.5,0,2,251,85.0,3,0
0.503,0.821,1,3.7,0,0,288,93.3,1,0
0.106,0.797,2,13.4,1,1,420,99.2,3,0
0.222,0.791,4,14.9,0,0,352,90.1,3,0
0.612,0.893,3,4.1,1,1,295,84.9,3,0
2.408,0.931,0,4.2,0,0,399,92.0,3,0
0.171,0.782,4,24.7,0,2,200,73.4,2,0
0.06,0.864,1,5.2,0,2,362,80.3,3,0
0.505,0.876,4,15.2,0,1,351,47.5,2,0
0.195,0.739,2,9.0,0,1,385,63.8,3,0
2.354,0.498,2,44.6,0,2,279,90.6,3,0
0.143,0.854,2,1.9,0,0,557,69.3,3,0
0.378,0.882,2,4.7,1,0,184,72.0,1,0
0.088,0.775,3,7.7,0,2,363,96.2,3,0
0.027,0.825,0,14.3,0,2,225,56.5,2,0
0.868,0.956,3,3.0,1,0,315,41.0,2,0
0.157,0.966,2,4.3,0,1,280,81.8,1,0
0.313,0.906,2,30.4,1,1,354,81.0,3,0
0.014,0.859,3,19.5,0,0,158,73.9,1,0
1.588,0.824,1,2.6,0,0,464,77.3,1,0
0.03,0.863,5,4.8,0,0,453,53.6,2,0
0.447,0.599,4,15.3,1,0,412,78.9,3,0
0.914,0.73,3,10.8,0,1,388,37.8,3,0
0.095,0.85,1,4.4,0,1,441,93.0,1,0
1.236,0.943,3,60.0,0,2,404,93.1,2,0
0.126,0.785,2,13.6,1,1,215,43.0,2,0
0.521,0.907,2,12.5,0,0,432,68.4,3,0
0.758,0.787,6,7.2,0,2,435,83.1,1,0
0.029,0.822,0,18.3,1,0,180,83.5,3,0
0.047,0.507,4,36.4,0,2,300,85.5,3,0
0.148,0.943,6,45.7,0,0,358,81.5,3,0
0.017,0.646,4,7.9,1,0,417,88.4,3,0
0.168,0.829,3,29.0,0,1,370,89.0,1,0
0.514,0.707,3,40.5,0,3,378,78.8,1,0
1.778,0.965,1,28.3,0,1,418,42.0,2,0
1.738,0.969,3,46.2,0,1,440,83.3,1,0
0.24,0.851,0,3.7,0,2,205,68.7,2,0
0.233,0.751,1,7.2,1,2,445,65.9,3,0
0.604,0.919,0,3.5,2,1,240,89.1,2,0
0.032,0.809,1,0.5,2,2,263,88.7,1,0
0.335,0.709,2,23.5,1,0,375,83.8,3,0
0.325,0.864,1,7.4,0,1,453,80.0,1,0
0.373,0.704,1,33.6,1,2,407,69.9,3,0
0.19,0.941,3,11.6,0,0,374,52.0,3,0
0.186,0.933,2,19.8,1,1,397,83.4,3,0
0.035,0.925,2,60.0,1,1,188,76.1,1,0
0.064,0.957,2,1.9,0,2,369,81.6,3,0
0.55,0.674,3,4.9,0,1,457,54.7,2,0
0.46,0.567,2,4.1,1,1,368,80.9,2,0
0.646,0.717,1,0.8,0,0,443,70.9,1,0
1.286,0.877,2,30.7,0,1,310,92.2,2,0
0.028,0.954,1,13.1,0,0,273,61.2,2,0
0.16,0.813,1,0.5,1,2,330,60.1,1,0
0.836,0.869,1,31.8,1,1,406,49.0,1,0
1.216,0.76,2,15.0,2,0,315,57.0,2,0
0.191,0.986,1,2.6,0,2,448,81.3,3,0
0.628,0.732,0,3.0,0,0,255,56.5,2,0
0.192,0.858,3,5.0,0,2,237,86.5,3,0
0.428,0.782,5,4.1,0,1,499,97.0,1,0
0.162,0.792,1,20.8,0,1,401,63.8,1,0
0.619,0.674,2,14.1,0,0,424,35.5,1,0
0.633,0.945,1,38.6,0,2,341,77.8,2,0
0.235,0.924,2,30.4,1,1,249,60.1,2,0
0.46,0.639,2,60.0,0,1,349,37.6,1,0
0.201,0.889,1,15.7,0,1,333,94.4,3,0
0.148,0.748,0,25.8,0,0,308,84.8,1,0
1.968,0.836,2,60.0,0,0,303,94.5,1,0
1.019,0.765,3,1.6,0,0,318,89.8,1,0
0.258,0.806,6,25.5,1,0,322,61.6,1,0
0.068,0.83,1,60.0,0,0,297,70.0,2,0
0.774,0.669,1,7.4,0,1,315,80.3,2,0
0.031,0.758,1,11.9,0,0,561,56.8,3,0
0.949,0.862,2,5.3,1,0,387,69.3,1,0
0.188,0.673,0,4.2,0,3,398,86.6,2,0
0.257,0.848,3,60.0,0,2,292,86.9,2,0
0.175,0.8,0,20.7,0,0,254,88.9,1,0
0.147,0.674,1,11.4,0,0,454,82.4,1,0
0.571,0.906,1,27.6,0,0,238,83.2,1,0
0.132,0.952,2,22.2,1,1,359,76.3,2,0
0.445,0.903,3,2.5,0,1,353,67.9,1,0
1.018,0.928,1,22.2,0,2,324,65.5,3,0
0.649,0.957,4,10.5,2,1,327,77.4,3,0
1.199,0.732,0,2.4,2,1,363,53.8,3,0
1.192,0.647,4,16.2,0,0,281,97.4,1,0
0.038,0.86,5,10.6,1,0,425,47.9,1,0
0.267,0.8,0,19.2,1,1,254,86.4,3,0
1.273,0.884,4,8.7,0,2,384,77.7,2,0
0.587,0.676,4,1.4,0,0,156,76.2,1,0
1.07,0.871,0,8.5,0,1,250,69.1,2,0
0.806,0.984,3,60.0,0,0,264,69.9,1,0
0.976,0.672,1,41.5,0,0,167,76.3,3,0
0.037,0.832,0,17.2,0,0,452,79.9,2,0
0.434,0.788,0,37.9,2,0,237,67.4,1,0
1.626,0.834,2,9.4,0,1,400,74.8,2,0
0.237,0.748,2,2.3,0,0,380,75.3,3,0
0.372,0.906,2,1.0,1,1,213,83.7,2,0
0.033,0.745,2,22.5,0,0,348,84.4,3,0
0.957,0.539,2,0.8,0,0,107,42.0,3,0
0.271,0.906,4,1.8,0,1,287,51.3,3,0
0.122,0.935,2,6.2,0,2,364,58.3,2,0
0.092,0.84,2,60.0,0,1,231,65.3,3,0
2.045,0.931,1,1.5,0,1,294,98.3,1,0
0.18,0.602,1,11.3,0,1,407,65.5,1,0
0.563,0.868,0,9.3,0,1,284,75.7,2,0
0.659,0.732,3,13.7,0,0,626,64.8,3,0
0.176,0.692,0,21.1,0,3,388,59.0,3,0
0.073,0.96,1,39.8,0,1,219,62.4,2,0
1.151,0.573,1,0.5,1,2,339,43.5,3,0
0.579,0.428,4,8.3,0,0,469,61.4,3,0
0.017,0.787,6,23.8,1,2,134,96.9,2,0
0.362,0.803,1,21.0,0,2,316,74.0,2,0
0.333,0.565,1,3.1,0,0,334,91.6,1,0
0.047,0.819,2,17.3,0,1,351,71.0,2,0
0.781,0.718,2,3.9,0,1,407,41.5,3,0
0.258,0.895,4,33.6,1,0,272,71.5,3,0
0.086,0.774,1,13.7,0,0,287,34.7,2,0
0.054,0.542,2,36.3,0,1,392,91.7,1,0
0.491,0.934,2,33.0,0,0,421,66.6,2,0
0.257,0.756,2,54.3,0,0,257,79.3,1,0
0.077,0.666,1,13.7,0,1,254,65.5,3,0
0.365,0.69,3,31.9,0,2,267,77.7,2,0
0.094,0.898,1,17.1,1,2,202,71.7,2,0
0.23,0.922,0,0.5,0,4,368,64.4,2,0
0.591,0.852,3,9.8,1,3,279,92.6,2,0
0.006,0.934,3,26.1,0,3,365,94.8,2,0
0.453,0.986,3,2.7,0,1,287,75.2,1,0
0.356,0.8,2,36.0,0,3,323,73.5,2,0
0.621,0.846,0,19.3,1,3,335,80.3,3,0
2.244,0.84,5,2.1,0,0,206,82.1,1,0
1.182,0.692,1,0.5,1,1,334,74.5,2,0
0.31,0.652,3,17.6,0,2,170,93.2,1,0
0.13,0.657,1,9.6,0,0,489,77.6,1,0
0.03,0.801,1,27.6,0,0,373,82.7,1,0
2.6,0.862,2,15.1,0,0,340,58.8,3,0
0.725,0.537,0,1.8,1,1,487,68.8,2,0
0.403,0.638,3,8.6,0,2,486,42.6,3,0
0.434,0.505,0,2.6,0,2,417,95.1,3,0
1.208,0.916,4,24.5,0,3,289,81.3,2,0
0.088,0.442,2,13.3,0,0,370,56.7,3,0
0.819,0.862,2,2.1,0,2,458,77.3,1,0
1.047,0.452,5,60.0,0,0,138,92.8,2,0
0.109,0.85,1,16.7,0,0,387,74.6,1,0
0.535,0.704,2,4.1,0,2,303,48.5,2,0
0.174,0.842,3,3.0,1,0,452,88.7,1,0
0.141,0.787,3,26.5,0,1,226,61.6,2,0
0.098,0.721,3,18.8,0,0,530,54.9,2,0
0.994,0.959,1,22.9,0,0,381,62.0,2,0
0.466,0.857,1,33.4,0,0,286,64.2,2,0
0.406,0.606,3,41.5,0,0,288,65.9,3,0
0.001,0.91,1,0.5,0,0,347,81.5,2,0
0.108,0.758,2,5.0,0,0,250,88.6,1,0
0.546,0.858,2,38.9,0,0,135,73.7,2,0
0.322,0.92,1,44.8,0,1,259,91.6,1,0
0.147,0.93,2,4.4,0,0,304,64.7,2,0
0.491,0.593,1,6.6,0,0,404,92.0,2,0
0.034,0.736,1,3.1,0,2,296,81.1,3,0
0.12,0.969,3,38.6,0,0,407,42.2,3,0
0.429,0.778,2,7.1,1,1,492,94.1,1,0
0.708,0.852,3,23.0,0,1,549,61.3,1,0
0.301,0.605,5,48.1,0,1,336,62.4,2,0
0.102,0.932,2,10.3,0,1,284,59.6,2,0
0.055,0.941,1,2.0,0,3,389,93.9,3,0
0.268,0.746,0,19.5,1,1,347,80.6,1,0
0.506,0.717,1,21.5,0,0,259,87.4,1,0
0.385,0.703,2,24.3,0,0,300,82.4,3,0
0.108,0.658,1,3.0,1,3,445,72.2,2,0
1.182,0.648,2,19.4,0,0,301,47.5,1,0
1.142,0.685,4,19.9,1,1,413,73.8,2,0
0.249,0.768,3,15.9,1,1,118,79.9,3,0
0.614,0.862,1,51.5,0,1,405,53.8,1,0
0.122,0.883,3,46.9,1,0,354,62.4,2,0
0.261,0.746,0,3.8,0,2,212,83.1,3,0
0.81,0.606,1,7.7,1,1,291,58.5,1,0
1.047,0.704,0,17.1,0,1,421,79.7,1,0
0.029,0.778,5,0.5,0,2,432,80.7,3,0
0.458,0.908,4,7.8,0,3,337,69.2,2,0
0.235,0.711,2,9.6,1,0,221,81.6,3,0
0.377,0.913,3,10.6,1,3,476,77.5,3,0
0.247,0.747,2,10.1,0,3,258,91.5,2,0
0.253,0.795,2,35.2,0,0,196,80.3,2,0
0.568,0.747,0,41.3,0,2,388,58.3,1,0
0.677,0.892,0,6.0,0,1,340,80.8,3,0
0.099,0.975,4,9.0,0,2,473,78.4,3,0
0.086,0.874,1,12.0,0,1,334,67.1,2,0
0.929,0.708,4,0.5,0,2,322,67.9,2,0
0.179,0.951,4,6.6,0,1,246,76.5,3,0
0.483,0.746,4,0.5,3,1,533,80.3,3,0
0.725,0.824,2,14.3,1,1,211,31.3,2,0
0.758,0.838,1,15.6,0,1,264,87.5,1,0
0.708,0.94,0,11.3,0,2,151,70.3,2,0
0.227,0.937,1,34.6,0,0,364,87.3,3,0
1.502,0.841,1,3.0,0,2,218,61.4,1,0
0.457,0.906,3,60.0,0,2,293,64.6,3,0
0.32,0.665,1,2.0,0,0,356,87.6,2,0
0.322,0.816,2,16.2,0,2,247,28.2,3,0
0.041,0.832,1,13.5,2,1,356,87.9,3,0
0.029,0.817,5,0.5,0,1,357,73.6,2,0
0.036,0.811,1,9.5,0,1,530,57.0,1,0
0.168,0.776,0,17.3,0,1,465,93.2,3,0
0.747,0.937,0,38.3,1,1,384,93.0,2,0
0.121,0.989,4,17.6,0,0,375,75.9,1,0
1.08,0.581,4,8.1,0,2,411,86.6,3,0
0.071,0.795,1,5.2,0,1,355,40.3,3,0
0.147,0.914,3,0.7,1,0,224,73.8,2,0
0.399,0.744,4,22.0,0,2,268,59.3,1,0
0.298,0.646,5,33.5,1,2,241,84.5,2,0
0.866,0.866,2,52.8,1,0,280,58.1,2,0
0.61,0.823,2,24.7,1,2,435,47.9,2,0
0.089,0.646,2,14.5,0,2,387,46.3,3,0
0.287,0.618,1,1.5,0,1,331,72.2,3,0
0.405,0.51,2,23.2,0,1,147,78.0,2,0
1.715,0.842,4,36.7,1,1,270,90.5,1,0
0.041,0.758,2,6.4,0,2,419,96.9,2,0
0.464,0.831,0,40.0,0,0,489,68.0,3,0
0.073,0.912,0,7.7,0,1,404,73.9,1,0
0.967,0.944,2,25.5,0,1,338,70.5,3,0
0.393,0.935,2,26.1,0,2,429,69.4,3,0
0.118,0.8,2,22.0,0,1,348,51.5,2,0
0.438,0.672,4,43.3,0,2,453,67.8,2,0
0.202,0.663,3,60.0,0,1,360,71.8,3,0
0.147,0.811,2,6.1,0,2,335,53.1,2,0
0.005,0.793,1,20.7,0,2,244,88.5,2,0
0.561,0.66,4,11.8,0,1,334,39.3,1,0
0.244,0.449,1,24.2,0,2,506,96.0,1,0
1.007,0.895,0,60.0,0,0,152,68.3,3,0
1.925,0.575,2,15.1,0,0,380,65.0,1,0
0.296,0.767,2,3.2,1,2,289,91.5,2,0
0.274,0.967,0,21.2,1,2,467,95.0,3,0
0.565,0.848,0,20.3,0,1,467,40.1,1,0
0.305,0.934,0,12.8,1,0,182,95.6,2,0
0.068,0.824,2,12.8,0,4,457,94.2,3,0
0.132,0.781,2,13.1,1,1,366,76.5,2,0
0.139,0.914,2,6.6,0,0,284,86.1,2,0
1.09,0.782,1,2.7,0,1,110,74.4,2,0
0.229,0.944,4,4.8,0,0,495,48.9,1,0
1.4,0.982,4,7.7,0,1,420,83.1,3,0
0.151,0.759,2,5.2,1,0,315,72.2,3,0
1.409,0.974,3,3.5,0,2,319,73.8,3,0
0.229,0.724,0,37.8,0,0,193,52.7,2,0
0.491,0.789,0,29.1,0,1,464,74.0,3,0
0.278,0.914,0,32.9,0,1,248,80.2,3,0
0.074,0.792,2,0.5,0,2,386,88.1,1,0
0.881,0.845,1,60.0,1,1,166,51.0,3,0
0.352,0.703,0,23.3,1,2,264,93.5,3,0
0.175,0.848,3,60.0,2,2,286,71.5,2,0
1.805,0.511,2,9.4,0,1,338,81.0,1,0
0.082,0.897,3,16.6,0,3,504,84.4,2,0
0.111,0.952,3,3.2,0,3,415,66.9,2,0
1.069,0.703,1,14.6,0,1,350,74.0,1,0
0.632,0.788,0,4.2,0,3,347,88.9,3,0
1.19,0.833,2,12.4,0,1,350,90.5,3,0
0.653,0.884,2,13.4,1,0,311,87.0,3,0
0.183,0.786,4,10.9,1,0,470,90.6,2,0
1.313,0.965,0,28.1,0,2,184,60.1,1,0
0.15,0.751,0,9.5,0,0,375,66.5,2,0
0.223,0.879,1,51.1,0,0,501,51.2,1,0
0.586,0.627,4,31.4,0,1,418,95.8,2,0
0.142,0.962,2,34.8,0,2,66,84.5,2,0
0.027,0.793,3,25.8,0,3,153,53.7,3,0
0.127,0.736,2,26.7,0,2,320,82.0,3,0
0.01,0.975,2,0.5,0,0,509,87.1,2,0
0.873,0.55,2,2.5,0,1,309,90.2,1,0
0.046,0.568,1,35.9,0,1,303,70.3,1,0
1.549,0.932,2,40.1,0,0,230,58.8,3,0
1.336,0.66,1,16.1,2,0,275,60.5,1,0
0.003,0.855,0,36.9,0,1,294,82.2,2,0
0.306,0.829,0,37.8,1,2,301,78.7,3,0
0.603,0.679,3,3.2,0,1,434,92.0,1,0
0.004,0.778,5,1.9,1,1,493,55.1,3,0
0.382,0.777,3,45.0,0,1,214,68.1,3,0
0.166,0.825,2,11.5,1,0,273,81.3,1,0
0.388,0.612,1,26.0,1,0,317,89.5,2,0
0.488,0.742,2,26.8,0,1,322,76.3,1,0
2.269,0.81,2,8.0,1,1,158,82.0,2,0
0.079,0.784,1,34.3,0,2,490,77.0,2,0
0.119,0.899,1,1.2,0,2,380,93.5,1,0
0.334,0.894,2,12.4,0,2,413,73.2,1,0
0.151,0.866,2,60.0,1,0,670,97.3,2,0
0.382,0.878,2,10.9,1,0,342,46.6,2,0
1.224,0.412,4,8.4,0,1,200,61.4,3,0
1.636,0.82,3,5.9,0,1,480,70.1,2,0
0.159,0.921,2,18.7,0,2,306,36.4,3,0
0.803,0.535,0,0.7,1,2,170,79.9,2,0
1.727,0.891,1,3.5,0,0,168,91.4,3,0
0.211,0.746,1,8.5,0,0,225,75.4,1,0
0.94,0.689,4,26.4,0,1,319,86.3,1,0
0.156,0.788,2,9.2,0,1,300,79.5,1,0
0.187,0.641,5,5.9,0,2,203,87.0,1,0
